"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Comoros","2004","All genders","Not applicable","Percent","49.70873"
"Comoros","2004","Male","Not applicable","Percent","56.59108"
"Comoros","2003","Female","Not applicable","Percent","41.06546"
"Comoros","2003","All genders","Not applicable","Percent","44.53942"
"Comoros","2003","Male","Not applicable","Percent","47.90955"
"Comoros","2002","Female","Not applicable","Percent","37.96648"
"Comoros","2002","All genders","Not applicable","Percent","41.12552"
"Comoros","2002","Male","Not applicable","Percent","44.19219"
"Comoros","2000","Female","Not applicable","Percent","33.77503"
"Comoros","2000","All genders","Not applicable","Percent","37.19278"
"Comoros","2000","Male","Not applicable","Percent","40.51527"
"Comoros","1999","Female","Not applicable","Percent","37.79485"
"Comoros","1999","All genders","Not applicable","Percent","41.63462"
"Comoros","1999","Male","Not applicable","Percent","45.37061"
"Congo","2012","Female","Not applicable","Percent","65.8949"
"Congo","2012","All genders","Not applicable","Percent","65.39075"
"Congo","2012","Male","Not applicable","Percent","64.89087"
"Congo","2005","All genders","Not applicable","Percent","64.10975"
"Congo","2005","Male","Not applicable","Percent","68.21867"
"Congo","2005","Female","Not applicable","Percent","59.95994"
"Congo","2004","Male","Not applicable","Percent","64.34266"
"Congo","2004","Female","Not applicable","Percent","57.27853"
"Congo","2004","All genders","Not applicable","Percent","60.82867"
"Congo","2003","Female","Not applicable","Percent","43.05099"
"Congo","2003","Male","Not applicable","Percent","62.68281"
"Congo","2003","All genders","Not applicable","Percent","52.91871"
"Congo","2002","Female","Not applicable","Percent","44.42222"
"Congo","2002","Male","Not applicable","Percent","58.43479"
"Congo","2002","All genders","Not applicable","Percent","51.46693"
"Congo","2001","Female","Not applicable","Percent","43.15062"
"Congo","2001","Male","Not applicable","Percent","65.28899"
"Congo","2001","All genders","Not applicable","Percent","54.28405"
"Congo","2000","Female","Not applicable","Percent","39.62449"
"Congo","2000","Male","Not applicable","Percent","54.89138"
"Congo","2000","All genders","Not applicable","Percent","47.30364"
"Congo","1999","Female","Not applicable","Percent","27.3208"
"Congo","1999","Male","Not applicable","Percent","43.46115"
"Congo","1999","All genders","Not applicable","Percent","35.44089"
"Congo","1996","Female","Not applicable","Percent","56.80544"
"Congo","1996","Male","Not applicable","Percent","65.07626"
"Congo","1996","All genders","Not applicable","Percent","60.96995"
"Cook Islands","2014","Male","Not applicable","Percent","97.14286"
"Cook Islands","2014","Female","Not applicable","Percent","96.76259"
"Cook Islands","2014","All genders","Not applicable","Percent","96.95917"
"Cook Islands","2013","Male","Not applicable","Percent","94.8505"
"Cook Islands","2013","All genders","Not applicable","Percent","99.30435"
"Cook Islands","2013","Female","Not applicable","Percent","104.19708"
"Cook Islands","2012","All genders","Not applicable","Percent","101.91805"
"Cook Islands","2012","Female","Not applicable","Percent","102.40741"
"Cook Islands","2012","Male","Not applicable","Percent","101.4827"
"Cook Islands","2011","All genders","Not applicable","Percent","104.12643"
"Cook Islands","2011","Male","Not applicable","Percent","98.52217"
"Cook Islands","2011","Female","Not applicable","Percent","110.56604"
"Cook Islands","2010","All genders","Not applicable","Percent","98.38969"
"Cook Islands","2010","Female","Not applicable","Percent","98.99329"
"Cook Islands","2010","Male","Not applicable","Percent","97.83282"
"Cook Islands","2003","All genders","Not applicable","Percent","94.18521"
"Cook Islands","2003","Male","Not applicable","Percent","92.46032"
"Cook Islands","2003","Female","Not applicable","Percent","96.23234"
"Cook Islands","2002","All genders","Not applicable","Percent","96.00871"
"Cook Islands","2002","Female","Not applicable","Percent","96.30819"
"Cook Islands","2002","Male","Not applicable","Percent","95.76159"
"Cook Islands","2001","All genders","Not applicable","Percent","95.56541"
"Cook Islands","2001","Male","Not applicable","Percent","92.7027"
"Cook Islands","2001","Female","Not applicable","Percent","99.02121"
"Cook Islands","2000","All genders","Not applicable","Percent","88.63469"
"Cook Islands","2000","Female","Not applicable","Percent","91.94313"
"Cook Islands","2000","Male","Not applicable","Percent","85.73407"
"Cook Islands","1999","All genders","Not applicable","Percent","80.01315"
"Cook Islands","1999","Male","Not applicable","Percent","80.56266"
"Cook Islands","1999","Female","Not applicable","Percent","79.43166"
"Cook Islands","1998","All genders","Not applicable","Percent","82.22075"
"Cook Islands","1998","Female","Not applicable","Percent","83.67347"
"Cook Islands","1998","Male","Not applicable","Percent","80.84833"
"Costa Rica","2014","All genders","Not applicable","Percent","133.30969"
"Costa Rica","2014","Female","Not applicable","Percent","132.22791"
"Costa Rica","2014","Male","Not applicable","Percent","134.34407"
"Costa Rica","2013","Female","Not applicable","Percent","128.6249"
"Costa Rica","2013","Male","Not applicable","Percent","130.19751"
"Costa Rica","2013","All genders","Not applicable","Percent","129.42871"
"Costa Rica","2012","Female","Not applicable","Percent","124.99084"
"Costa Rica","2012","All genders","Not applicable","Percent","126.16413"
"Costa Rica","2012","Male","Not applicable","Percent","127.28661"
"Costa Rica","2011","Female","Not applicable","Percent","122.08866"
"Costa Rica","2011","Male","Not applicable","Percent","123.22095"
"Costa Rica","2011","All genders","Not applicable","Percent","122.66726"
"Costa Rica","2010","Female","Not applicable","Percent","118.35844"
"Costa Rica","2010","All genders","Not applicable","Percent","118.82021"
"Costa Rica","2010","Male","Not applicable","Percent","119.26218"
"Costa Rica","2009","Female","Not applicable","Percent","116.50297"
"Costa Rica","2009","Male","Not applicable","Percent","116.12797"
"Costa Rica","2009","All genders","Not applicable","Percent","116.31139"
"Costa Rica","2008","Female","Not applicable","Percent","110.1512"
"Costa Rica","2008","All genders","Not applicable","Percent","109.53766"
"Costa Rica","2008","Male","Not applicable","Percent","108.94999"
"Costa Rica","2007","Female","Not applicable","Percent","108.80233"
"Costa Rica","2007","Male","Not applicable","Percent","109.10252"
"Costa Rica","2007","All genders","Not applicable","Percent","108.95563"
"Costa Rica","2006","Female","Not applicable","Percent","109.23462"
"Costa Rica","2006","All genders","Not applicable","Percent","108.54521"
"Costa Rica","2006","Male","Not applicable","Percent","107.88439"
"Costa Rica","2005","Female","Not applicable","Percent","100.02487"
"Costa Rica","2005","All genders","Not applicable","Percent","99.6879"
"Costa Rica","2005","Male","Not applicable","Percent","99.36479"
"Costa Rica","2004","Female","Not applicable","Percent","98.72274"
"Costa Rica","2004","All genders","Not applicable","Percent","98.3939"
"Costa Rica","2004","Male","Not applicable","Percent","98.07845"
"Costa Rica","2002","Female","Not applicable","Percent","83.63603"
"Costa Rica","2002","All genders","Not applicable","Percent","82.53363"
"Costa Rica","2002","Male","Not applicable","Percent","81.47518"
"Costa Rica","2001","Female","Not applicable","Percent","81.83954"
"Costa Rica","2001","All genders","Not applicable","Percent","80.41566"
"Costa Rica","2001","Male","Not applicable","Percent","79.04814"
"Costa Rica","2000","Female","Not applicable","Percent","78.09715"
"Costa Rica","2000","All genders","Not applicable","Percent","76.30866"
"Costa Rica","2000","Male","Not applicable","Percent","74.59097"
"Costa Rica","1999","Female","Not applicable","Percent","81.08159"
"Costa Rica","1999","All genders","Not applicable","Percent","78.86517"
"Costa Rica","1999","Male","Not applicable","Percent","76.73599"
"Costa Rica","1998","All genders","Not applicable","Percent","69.49158"
"Costa Rica","1998","Male","Not applicable","Percent","67.70644"
"Costa Rica","1998","Female","Not applicable","Percent","71.34944"
"Costa Rica","1996","All genders","Not applicable","Percent","58.31306"
"Costa Rica","1996","Female","Not applicable","Percent","60.31089"
"Costa Rica","1996","Male","Not applicable","Percent","56.39264"
"Costa Rica","1995","All genders","Not applicable","Percent","59.38237"
"Costa Rica","1995","Male","Not applicable","Percent","57.63079"
"Costa Rica","1995","Female","Not applicable","Percent","61.20491"
"Côte d'Ivoire","2014","Female","Not applicable","Percent","41.2409"
"Côte d'Ivoire","2014","All genders","Not applicable","Percent","49.61966"
"Côte d'Ivoire","2014","Male","Not applicable","Percent","57.87383"
"Côte d'Ivoire","1999","All genders","Not applicable","Percent","30.50304"
"Côte d'Ivoire","1999","Male","Not applicable","Percent","39.04629"
"Côte d'Ivoire","1999","Female","Not applicable","Percent","21.91724"
"Croatia","2014","All genders","Not applicable","Percent","102.42473"
"Croatia","2014","Male","Not applicable","Percent","100.44331"
"Croatia","2014","Female","Not applicable","Percent","104.51664"
"Croatia","2012","Male","Not applicable","Percent","100.17321"
"Croatia","2012","All genders","Not applicable","Percent","101.81455"
"Croatia","2012","Female","Not applicable","Percent","103.54601"
"Croatia","2011","Male","Not applicable","Percent","101.95289"
"Croatia","2011","All genders","Not applicable","Percent","103.75894"
"Croatia","2011","Female","Not applicable","Percent","105.6629"
"Croatia","2010","Male","Not applicable","Percent","104.91951"
"Croatia","2010","All genders","Not applicable","Percent","106.51323"
"Croatia","2010","Female","Not applicable","Percent","108.19153"
"Croatia","2009","Male","Not applicable","Percent","107.12981"
"Croatia","2009","All genders","Not applicable","Percent","109.01132"
"Croatia","2009","Female","Not applicable","Percent","110.99084"
"Croatia","2008","Male","Not applicable","Percent","107.50103"
"Croatia","2008","All genders","Not applicable","Percent","109.24957"
"Croatia","2008","Female","Not applicable","Percent","111.08783"
"Croatia","2007","Male","Not applicable","Percent","106.40497"
"Croatia","2007","All genders","Not applicable","Percent","107.99981"
"Croatia","2007","Female","Not applicable","Percent","109.67533"
"Croatia","2006","Male","Not applicable","Percent","105.73687"
"Croatia","2006","All genders","Not applicable","Percent","106.99051"
"Croatia","2006","Female","Not applicable","Percent","108.30665"
"Croatia","2005","Male","Not applicable","Percent","103.27835"
"Croatia","2005","All genders","Not applicable","Percent","104.29519"
"Croatia","2005","Female","Not applicable","Percent","105.3612"
"Croatia","2003","Male","Not applicable","Percent","95.00982"
"Croatia","2003","All genders","Not applicable","Percent","94.2527"
"Croatia","2003","Female","Not applicable","Percent","93.46123"
"Croatia","2002","Male","Not applicable","Percent","93.03933"
"Croatia","2002","All genders","Not applicable","Percent","92.51339"
"Croatia","2002","Female","Not applicable","Percent","91.96387"
"Croatia","2001","All genders","Not applicable","Percent","91.08981"
"Croatia","2001","Female","Not applicable","Percent","90.44751"
"Croatia","2001","Male","Not applicable","Percent","91.70421"
"Croatia","2000","All genders","Not applicable","Percent","91.09892"
"Croatia","2000","Male","Not applicable","Percent","91.49175"
"Croatia","2000","Female","Not applicable","Percent","90.6878"
"Croatia","1999","All genders","Not applicable","Percent","89.77549"
"Croatia","1999","Female","Not applicable","Percent","89.21619"
"Croatia","1999","Male","Not applicable","Percent","90.30883"
"Croatia","1998","Female","Not applicable","Percent","87.4484"
